date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2010-04-23,20,12,0.0,13.4,5,63,01:23 PM,03:05 AM,05:24 AM,07:54 PM,7,14,15,14,33,30,59,0.0,1012,20,10,204,20,Samara
2010-04-24,14,5,0.0,13.4,3,70,02:48 PM,03:23 AM,05:21 AM,07:56 PM,-3,8,10,8,17,39,43,0.0,1025,14,10,271,11,Samara
2010-04-25,17,6,0.0,14.4,4,76,04:14 PM,03:39 AM,05:19 AM,07:57 PM,-2,11,12,11,10,9,38,0.0,1021,17,10,253,6,Samara
2010-04-26,10,4,0.0,14.4,3,83,05:41 PM,03:54 AM,05:17 AM,07:59 PM,-2,4,8,4,31,39,53,0.3,1015,10,10,330,22,Samara
2010-04-27,6,2,0.4,14.5,1,90,07:07 PM,04:11 AM,05:15 AM,08:01 PM,-5,0,4,0,25,52,54,0.7,1018,6,8,314,18,Samara
2010-04-28,11,-1,0.0,13.5,2,97,08:32 PM,04:31 AM,05:13 AM,08:03 PM,-8,2,5,2,26,29,43,0.0,1018,11,10,287,17,Samara
2010-04-29,13,3,0.0,11.4,3,96,09:54 PM,04:57 AM,05:11 AM,08:04 PM,-0,6,9,6,30,49,55,1.4,1014,13,9,224,18,Samara
2010-04-30,15,6,0.0,12.4,3,90,11:06 PM,05:30 AM,05:09 AM,08:06 PM,5,10,12,10,18,58,67,0.6,1016,15,9,244,11,Samara
2010-05-01,18,10,0.0,13.5,4,83,No moonrise,06:14 AM,05:07 AM,08:08 PM,6,13,14,13,18,49,59,0.1,1018,18,10,229,11,Samara
2010-05-02,21,9,0.0,14.5,5,76,12:04 AM,07:09 AM,05:05 AM,08:10 PM,7,15,15,15,26,35,61,0.1,1020,21,10,225,16,Samara
2010-05-03,24,13,0.0,14.5,6,69,12:49 AM,08:13 AM,05:03 AM,08:11 PM,4,18,18,18,30,18,38,0.0,1022,24,10,245,19,Samara
2010-05-04,27,12,0.0,14.5,6,63,01:22 AM,09:24 AM,05:01 AM,08:13 PM,5,20,20,19,16,3,41,0.0,1023,27,10,256,9,Samara
2010-05-05,30,13,0.0,14.5,7,56,01:46 AM,10:35 AM,04:59 AM,08:15 PM,5,21,21,21,13,2,37,0.0,1022,30,10,170,8,Samara
2010-05-06,29,14,0.0,14.5,6,49,02:05 AM,11:46 AM,04:57 AM,08:16 PM,5,21,21,22,17,7,35,0.0,1020,29,10,87,10,Samara
2010-05-07,29,14,0.0,14.5,6,42,02:20 AM,12:56 PM,04:55 AM,08:18 PM,7,21,21,22,19,12,40,0.0,1018,29,10,52,11,Samara
2010-05-08,26,16,0.0,14.5,6,35,02:33 AM,02:06 PM,04:53 AM,08:20 PM,7,21,21,20,33,9,43,0.0,1020,26,10,71,22,Samara
2010-05-09,26,12,0.0,14.5,6,29,02:46 AM,03:16 PM,04:51 AM,08:22 PM,4,18,19,18,31,8,39,0.0,1019,26,10,82,20,Samara
2010-05-10,23,14,0.0,14.5,6,22,02:59 AM,04:27 PM,04:49 AM,08:23 PM,2,18,18,18,31,4,35,0.0,1019,23,10,101,20,Samara
2010-05-11,23,12,0.0,14.5,5,15,03:13 AM,05:42 PM,04:48 AM,08:25 PM,2,17,18,17,31,3,35,0.0,1023,23,10,103,19,Samara
2010-05-12,24,11,0.0,14.5,5,8,03:29 AM,06:58 PM,04:46 AM,08:27 PM,2,17,18,17,24,20,37,0.2,1023,24,10,90,15,Samara
2010-05-13,24,14,0.0,14.5,6,2,03:50 AM,08:16 PM,04:44 AM,08:28 PM,6,19,20,19,24,23,44,0.0,1021,24,10,116,15,Samara
2010-05-14,26,15,0.0,14.5,5,5,04:18 AM,09:33 PM,04:42 AM,08:30 PM,7,19,19,19,38,35,49,6.4,1018,26,9,106,23,Samara
2010-05-15,19,16,0.0,10.9,4,12,04:57 AM,10:40 PM,04:41 AM,08:32 PM,11,17,17,17,32,75,67,2.7,1019,19,7,130,18,Samara
2010-05-16,23,15,0.0,12.7,4,19,05:51 AM,11:35 PM,04:39 AM,08:33 PM,6,18,18,18,22,47,46,0.0,1017,23,10,142,12,Samara
2010-05-17,27,13,0.0,14.5,6,25,06:59 AM,No moonset,04:38 AM,08:35 PM,6,20,20,19,13,25,44,0.0,1013,27,10,161,7,Samara
2010-05-18,25,13,0.0,14.5,5,32,08:19 AM,12:16 AM,04:36 AM,08:36 PM,9,18,19,18,15,50,57,0.2,1012,25,10,90,9,Samara
2010-05-19,15,12,0.0,10.9,3,39,09:44 AM,12:47 AM,04:35 AM,08:38 PM,11,11,13,11,27,78,89,15.1,1012,15,8,34,18,Samara
2010-05-20,17,12,0.0,14.5,4,46,11:10 AM,01:10 AM,04:33 AM,08:40 PM,6,12,14,12,43,39,63,4.4,1014,17,10,56,28,Samara
2010-05-21,18,7,0.0,14.5,4,53,12:35 PM,01:29 AM,04:32 AM,08:41 PM,1,11,12,11,22,6,48,0.0,1021,18,10,78,14,Samara
2010-05-22,21,5,0.0,14.5,5,59,01:59 PM,01:45 AM,04:30 AM,08:43 PM,3,13,14,13,14,13,52,0.0,1018,21,10,231,9,Samara
2010-05-23,23,10,0.0,14.5,5,66,03:23 PM,02:00 AM,04:29 AM,08:44 PM,4,16,17,16,18,4,45,0.0,1012,23,10,231,11,Samara
2010-05-24,25,10,0.0,14.5,6,73,04:47 PM,02:16 AM,04:28 AM,08:45 PM,5,18,18,18,17,20,43,0.0,1009,25,10,161,10,Samara
2010-05-25,23,12,0.0,14.5,4,80,06:10 PM,02:35 AM,04:26 AM,08:47 PM,8,17,17,17,17,31,57,0.2,1005,23,9,128,11,Samara
2010-05-26,22,14,0.0,12.8,4,86,07:32 PM,02:57 AM,04:25 AM,08:48 PM,12,17,18,17,19,43,73,7.4,1000,22,9,234,12,Samara
2010-05-27,17,11,0.0,14.5,3,93,08:47 PM,03:27 AM,04:24 AM,08:50 PM,6,12,13,12,29,34,61,0.3,1001,17,10,235,21,Samara
2010-05-28,17,9,0.0,11.9,3,100,09:52 PM,04:06 AM,04:23 AM,08:51 PM,9,10,12,10,28,61,82,10.6,1001,17,8,258,18,Samara
2010-05-29,16,9,0.0,11.1,3,93,10:42 PM,04:56 AM,04:22 AM,08:52 PM,9,12,13,12,22,62,78,0.1,1010,16,10,307,15,Samara
2010-05-30,20,8,0.0,13.6,4,86,11:20 PM,05:58 AM,04:21 AM,08:54 PM,9,14,15,14,10,35,69,0.0,1019,20,10,31,6,Samara
